"9","A","2008-10-05","8324"
"9","C","2008-10-05","13239"
"9","O","2008-10-05","19520"
"9","A","2008-10-12","8000"
"9","C","2008-10-12","12873"
"9","O","2008-10-12","19059"
"9","A","2008-10-19","8386"
"9","C","2008-10-19","13832"
"9","O","2008-10-19","19380"
"9","A","2008-10-26","8548"
"9","C","2008-10-26","13960"
"9","O","2008-10-26","19173"
"9","A","2008-11-02","9681"
"9","C","2008-11-02","15099"
"9","O","2008-11-02","21866"
"9","A","2008-11-09","9063"
"9","C","2008-11-09","15610"
"9","O","2008-11-09","21680"
"9","A","2008-11-16","9385"
"9","C","2008-11-16","15946"
"9","O","2008-11-16","21612"
"9","A","2008-11-23","7215"
"9","C","2008-11-23","11226"
"9","O","2008-11-23","17864"
"9","A","2008-11-30","11337"
"9","C","2008-11-30","16180"
"9","O","2008-11-30","24221"
"9","A","2008-12-07","10241"
"9","C","2008-12-07","16874"
"9","O","2008-12-07","22783"
"9","A","2008-12-14","10213"
"9","C","2008-12-14","16330"
"9","O","2008-12-14","23740"
"9","A","2008-12-21","7640"
"9","C","2008-12-21","10498"
"9","O","2008-12-21","19211"
"9","A","2008-12-28","9618"
"9","C","2008-12-28","9393"
"9","O","2008-12-28","21569"
"9","A","2009-01-04","13557"
"9","C","2009-01-04","14854"
"9","O","2009-01-04","25340"
"9","A","2009-01-11","11678"
"9","C","2009-01-11","18473"
"9","O","2009-01-11","24437"
"9","A","2009-01-18","13575"
"9","C","2009-01-18","23878"
"9","O","2009-01-18","26248"
"9","A","2009-01-25","16101"
"9","C","2009-01-25","32673"
"9","O","2009-01-25","28305"
"9","A","2009-02-01","22052"
"9","C","2009-02-01","46670"
"9","O","2009-02-01","33649"
"9","A","2009-02-08","24887"
"9","C","2009-02-08","56848"
"9","O","2009-02-08","36806"
"9","A","2009-02-15","24473"
"9","C","2009-02-15","53037"
"9","O","2009-02-15","36567"
"9","A","2009-02-22","26391"
"9","C","2009-02-22","59486"
"9","O","2009-02-22","39334"
"9","A","2009-03-01","25236"
"9","C","2009-03-01","55769"
"9","O","2009-03-01","38746"
"9","A","2009-03-08","21614"
"9","C","2009-03-08","50054"
"9","O","2009-03-08","36340"
"9","A","2009-03-15","17964"
"9","C","2009-03-15","41057"
"9","O","2009-03-15","32880"
"9","A","2009-03-22","15252"
"9","C","2009-03-22","33144"
"9","O","2009-03-22","30407"
"9","A","2009-03-29","13234"
"9","C","2009-03-29","26939"
"9","O","2009-03-29","28470"
"9","A","2009-04-05","10926"
"9","C","2009-04-05","18911"
"9","O","2009-04-05","25368"
"9","A","2009-04-12","10012"
"9","C","2009-04-12","16404"
"9","O","2009-04-12","24538"
"9","A","2009-04-19","9858"
"9","C","2009-04-19","16790"
"9","O","2009-04-19","24937"
"9","A","2009-04-26","26709"
"9","C","2009-04-26","42629"
"9","O","2009-04-26","43919"
"9","A","2009-05-03","24970"
"9","C","2009-05-03","43369"
"9","O","2009-05-03","43455"
"9","A","2009-05-10","18408"
"9","C","2009-05-10","34397"
"9","O","2009-05-10","36321"
"9","A","2009-05-17","19106"
"9","C","2009-05-17","40019"
"9","O","2009-05-17","36434"
